S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
712	CG/2017/0118094	LOKSHAKTI SAMITI	lokshakti_samiti@yahoo.in	9630494001	Lokshakti Samiti, Sarangarh Bypass, Ward No. 33, Vijay Nagar,Behind- TATA motors, Odisha Road, Pin- 496001	Raigarh	CHHATTISGARH, 	Aged/Elderly,Agriculture,Children,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,	http://lokshaktisamiti.org	
713	CG/2020/0261266	love and redemption organisation 	loveredemption12@gmail.com	9340866117	Village Karangi, Chitrakoot Road, Jagdalpur	Jagdalpur	CHHATTISGARH, 	Children,Education & Literacy,Panchayati Raj,Vocational Training,Health & Family Welfare,Legal Awareness & Aid,Information & Communication Technology,Agriculture,	http://www.laroindia.org 	
714	CG/2017/0169143	Loyola Jesuit Society	bartholomiusminj@gmail.com	9993312667	Loyola Jesuit Society Loyola HouseP.O. Kunkuri496225 Dt. Jashpur (C.G)	Kunkuri	CHHATTISGARH, 	Education & Literacy,Sports,Tribal Affairs,Vocational Training,Youth Affairs,		
715	CG/2018/0208798	LUTHERAN MISSION OF SALVATION	chitrasentandi@gmail.com	9425583421	A/24, 56 DAFAI, WEST JHAGRAKHAND, MANENDRAGARH, KOREA, 497447, CHHATTISGARAH, INDIA	BILASPUR	CHHATTISGARH, 	Art & Culture,Children,Dalit Upliftment,Drinking Water,HIV/AIDS,Micro Small & Medium Enterprises,Nutrition,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,		
716	CG/2017/0175735	M P HOUSES OF MARY IMMACULATE	mphouses48@gmail.com	9406212015	ASHA NIKETANMANDI ROAD KAPA P O PANDRI RAIPUR PIN 492004	RAIPUR	CHHATTISGARH, 	Any Other,		
717	CG/2018/0207208	M.P. SANCTA CRUX SISTERS ASSOCIATION	hcpathal@gmail.com	7587484364	Holy Cross Convent Pathalgaon496118 JashpurDistt. Chattisgarh	Pathalgaon				
718	CG/2019/0231088	MA DANTESHWARI ANNAPURNA DAL BHAT KENDRA SAHKARI SAMITI MARYADIT DANTEWADA	fodantewada.cg@gmail.com	9755009137	DANTEWADA	DANTEWADA				
719	CG/2018/0209343	MAA ANAPURNA MAHILA SWA SAHAYTA SAMUH	dalbhattahsil@gmail.com	7415504260	post office ward dhamtari	Dhamtari			http:-www.dalbhat.com	
720	CG/2018/0207741	MAA ANNAPURNA SWYA SAHAYTA SAMUH	sunitayadavji11@gmail.com	9926112450	bus stan balodabazar, tah. balodabazar	balodabazar				
721	CG/2018/0214433	MAA ANNAPURNA WELFARE SOCIETY	hkagrawal6381@gmail.com	9425582446	Maa Annapurna welfare society Sitapur C.G.	Sitapur			https://ngodarpan.gov.in/index.php/ngo/primaryngo	
722	CG/2017/0178561	MAA BHAWANI SWA SAHAYTA SAMUH 	mabhawanisamuh@gmail.com	8349238715	MA BHAWANI SWA SAHAYTA SAMUH ,VIVEKANAD WORD MUGELI ,	MUGELI	CHHATTISGARH, 	Information & Communication Technology,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
723	CG/2019/0244654	Maa Chandika Education Welfare Foundation	maachandika7777@gmail.com	9301880335	ward no. 5 godhpara durg chhattisgarh	durg	CHHATTISGARH, 	Children,Health & Family Welfare,Women's Development & Empowerment,		
724	CG/2018/0206668	Maa Danteshwari Shikshan Samiti Bakawand	kaleshwaryadav100@gmail.com	9406105921	MAA DANTSHWARI SHIKSHAN SAMITI BAKAWAND BOLOCK- BAKAWAND BASTAR (C.G.)	BAKAWAND	CHHATTISGARH, 			
725	CG/2016/0101227	MAA DINDESHWARI SHIKSHA SAMITI	mdss000786@gmail.com	9425609520	HN.-10 GEETANJALI CITY FASE-01 FRONT OF PRATHAM HOSPITAL STREET NO.-3 SARKANDABILASPUR C.G.	Bilaspur	CHHATTISGARH, 	Children,Children,Health & Family Welfare,		
726	CG/2018/0206622	Maa Durge Mahila Swasahayata Samooh Namnakala	sonidashrathprasad@gmail.com	8962470175	Namnakala Ambikapur Surguja	Ambikapur			https://ngodarpan.gov.in/index.php/ngo/primaryngo	
727	CG/2018/0197350	maa gauriya shishan evam prashikshan society durg	maagauriya90@gmail.com	8839288854	ashish infotech shankar nagar station road ward no11 durg	DURG	CHHATTISGARH, 	Animal Husbandry, Dairying  &  Fisheries,Children,Education & Literacy,HIV/AIDS,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
728	CG/2017/0153038	MAA JAGDAMBA EDUCATIONAL SOCIETY	director@mjcit.org	7869242111	NEHRU NAGAR BHILAIBlock:- 20/BDistrict:- DURG	bhilai	CHHATTISGARH, 	Agriculture,Biotechnology,Education & Literacy,Information & Communication Technology,Labour & Employment,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,		
729	CG/2018/0207287	Maa Kalika Sewa Samiti, Bemetara	amrikanirmalkar1234@gmail.com	9584753105	Tehsil Karyalaya bemetara	Bemetara				
730	CG/2018/0200714	MAA KARMA YUVA SAMAJSEVI SANSTHAN	umsh2018@rediff.com	8435792332	Shri Umesh Kumar Sahu Village Divantola Post Bholapur Block Chhuriya District Rajnandgaon Chhattisgarh	Raipur	CHHATTISGARH, 	Education & Literacy,Environment & Forests,Information & Communication Technology,Children,Health & Family Welfare,Panchayati Raj,Women's Development & Empowerment,		
731	CG/2021/0272334	MAA KOSGAI EDUCATION SOCIETY                             	mkeducation11@gmail.com	9303532703	E-470 KAILASH VIHAR DARRI KORBA DIST-KORBA PIN 495450 CHATTISGARH	KORBA	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Panchayati Raj,Sports,Tribal Affairs,Youth Affairs,Housing,Human Rights,Labour & Employment,Legal Awareness & Aid,Minority Issues,Nutrition,Tourism,Vocational Training,Water Resources,Women's Development & Empowerment,		
732	CG/2019/0223283	MAA MAHAMAYA MAHILA SWYAM SAHAYATA SAMUH	mahamayasamuh.223@gmail.com	9753161122	QTR NO. 22, WARD NO. 02, VILL-KERTA POST- KHADGAWAKALATAH- PRATAPPUR, SURAJPUR C.G.	SURAJPUR				
733	CG/2020/0261271	MAA NATHALDAI SHIKSHAN SAMMITTEE	nathal2020dai@gmail.com	8770154872	VILLAGE CHANDRAPUR , DABHARA ,DIST JANJGIR CHAMPA , CHHATTISGARH 495692	CHANDRAPUR	CHHATTISGARH, 	Education & Literacy,Tribal Affairs,Women's Development & Empowerment,		
734	CG/2017/0152927	Maa Parmeshwari Khadi GramUdyog Champa	parmeshwarikhadicph@gmail.com	9826877417	Hanuman Chowk Dewangan Mohalla Champa	Champa	CHHATTISGARH, 	Micro Small & Medium Enterprises,		
735	CG/2018/0188825	MAA SHAKTI SWA SAHAYATA SAMUH MUNGELI	maskatiswasamuh@gmail.com	9424259519	SARDAR PATEL WARD MUGELI	MUGELI	CHHATTISGARH, 	Information & Communication Technology,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
736	CG/2020/0271192	MAA SHARDA KALA VIDYA MANDIR SAMITI	leeladharc44@GMAIL.COM	9329477504	C/f Shri Hiralal sahu , Dr. Rajendra prashad ward no 52, vip raod fundhar post deopuri , dist - raipur	raipur	CHHATTISGARH, 	Art & Culture,Children,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,Information & Communication Technology,		
737	CG/2014/0077351	MAA SHARDA LOK KALA MANCH	maasharda150708@yahoo.com	9406152315	Infront of Dixit Hardware Anupama Chowk, Jagdalpur, District-Bastar(Chhattisgarh)PIN Code-494001	Jagdalpur	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Right to Information & Advocacy,Science & Technology,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,	http://www.mslkmbastar.org	
738	CG/2019/0226687	MAA SHITALA SWA SAHAYATA SAMUH KOTA	maashitala974@gmail.com	7354727783	near kota thaana, block-kota district-bilaspur	bilaspur				
739	CG/2019/0241104	MAA VEENA VANI SEVA SAMITI	maaveenavss@gmail.com	9131354875	DR. RAJENDRA NAGAR, AT- URLA, DISTT. RAIPUR (CG)	RAIPUR	CHHATTISGARH, 	Agriculture,Art & Culture,Children,Disaster Management,Drinking Water,Food Processing,Housing,Labour & Employment,Minority Issues,Rural Development & Poverty Alleviation,Sports,Tourism,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,		
740	CG/2010/0029927	Madarsa Ashrafia Comittee	admin@ashrafia.co.in	9425243547	H.O.:Faizan-e- Ashraf, Opp. Sai Mandir, Civil Lines, Durg-491001	Durg	CHHATTISGARH, 	Art & Culture,Children,Civic Issues,Differently Abled,Dalit Upliftment,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Minority Issues,New & Renewable Energy,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,	http://www.ashrafiaonline.com	
741	CG/2017/0170878	MADARSA CHISTIYA YATIM KHANA	bawankeragraphic@gmail.com	7566146891	MADARSA CHAMANE ISLAM VILLAGE	MAHASAMUND	CHHATTISGARH, 	Children,		
742	CG/2017/0159910	MADARSA JAMIA MADINATUL ULOOM DURG	unanicalligraphy@gmail.com	9827177868	WARD NO. 39, GANDHI NAGAR	DURG				
743	CG/2019/0224759	MADHU MAHILA SWA SAHAYTA SAMUH NAGRI	dalbhatnagri@gmail.com	9753467595	nagri, disst. dhamtari, 493778	nagri			http:-www.dalbhat.com	
744	CG/2017/0166966	Madhya Pradesh Ave Cruz Sisters Association Kunkuri	holycrosskunkuri@gmail.com	9470361104	Holy Cross Hospital, Kunkuri,Jashpur, Pin code- 496225, Chhattishgarh	Jashpur	CHHATTISGARH, 	Animal Husbandry, Dairying  &  Fisheries,Dalit Upliftment,Education & Literacy,Aged/Elderly,Health & Family Welfare,HIV/AIDS,Nutrition,Vocational Training,Water Resources,Women's Development & Empowerment,		
745	CG/2017/0169248	MADHYA PRADESH HOLY CROSS SISTERS ASSOCIATION 	srelsyjosehc@gmail.com	7869000799	Holy Cross Convent Gholeng Jashpur C.G	Jashpur Nagar	CHHATTISGARH, 	Education & Literacy,	http://hcemsgholeng.com/	
746	CG/2017/0171210	MADHYA PRADESH URSULINE CHARITABLE SOCIETY JHINGO	madhyapucsociety@gmail.com	9827194262	MADHYA PRADESH URSULINE CHARITABLE SOCIETY JHINGO, THE URSULINE CONVENT P.O. JHINGO	JHINGO	CHHATTISGARH, 		http://mpucs.org	
747	CG/2018/0182056	Madhyabharat Nursing Association	mbna.darpan@gmail.com	9302333064	RASTOGI COMPLEX,31, COMMERCIAL COMPLEX,NEHRU NAGAR (E), BHILAI 490020	Bhilai	CHHATTISGARH, 	Education & Literacy,Health & Family Welfare,		
748	CG/2017/0170705	Madhyapradesh Carmel Society	carmelambika@gmail.com	8223820998	0, CARMEL HOUSE, NAMNAKALA, AMBIKAPUR, SURGUJA (CG) 497001	AMBIKAPUR	CHHATTISGARH, 	Education & Literacy,		
749	CG/2018/0217703	MAHAKALI GRAMIN VIKAS SEWA SANSTHAN	kalendrasao13@gmail.com	7354247743	S/O SITARAM, WARD 08, VILLAGE -SITAPAR, POST-HATHBAND ,TEH -SIMGA CITY- BALODABAJAR CHHTTISGARHPIN NO-493113	Baloda Bajar	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Minority Issues,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,		
750	CG/2016/0104267	Mahakaushal Vikas Samiti Raipur	mvsraipur@yahoo.in	9644155502	Mahakaushal Vikas Samiti H NO 2419 WHITE FIELD BESIDE ALAKNANDA TOWERD D Nagar Raipur (C.G)	Raipur	CHHATTISGARH, 	Agriculture,Children,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,Human Rights,Labour & Employment,Micro Finance (SHGs),Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Any Other,Youth Affairs,		
751	CG/2018/0206746	MAHAMAYA MAHILA BACHAT SAMUH	madhurijaiswal1974@gmail.com	9644213355	MAHAMAYA MAHILA BACHAT SAMUH WARD NO 20 CIVIL LINE MANENDRAGARH	MANENDRAGARH	CHHATTISGARH, 	Micro Finance (SHGs),		
752	CG/2018/0189888	Mahamaya Research & Training Institute	mahamayango2016@gmail.com	7000494918	C-11 Dwiti tal Neta ji Subhas Complex JarhaBhatha Bilaspur	Bilaspur	CHHATTISGARH, 	Agriculture,Children,Drinking Water,Food Processing,Health & Family Welfare,Panchayati Raj,Science & Technology,		
753	CG/2017/0150460	MAHANADI AASTHA WELFARE FOUNDATION CHHATTISGARH	MAHANADIAASTHA@GMAIL.COM	9685565682	HNO 27 WARD NO2 AWASPARA VILL PARSADA TEH JAIJAIPUR	CHAMPA	CHHATTISGARH, 	Rural Development & Poverty Alleviation,Vocational Training,Labour & Employment,Tribal Affairs,Women's Development & Empowerment,		
754	CG/2014/0074331	mahanadi education society	vtp@rit.edu.in	9329773024	c-15, shailendra nagar,Raipur,chhatisgarh.	RAIPUR	CHHATTISGARH, 	Agriculture,Biotechnology,Education & Literacy,Information & Communication Technology,New & Renewable Energy,Science & Technology,Scientific & Industrial Research,Vocational Training,Youth Affairs,		
755	CG/2018/0199282	Maharaja Agrasen Seva Samiti	agrasenmangalbhawan@gmail.com	9977209972	Shri Agrasen Mangal Bhawan, C S Bungalow Road, Daripara, Ambikapur	Ambikapur	CHHATTISGARH, 	Agriculture,Art & Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,		
756	CG/2018/0206285	MAHARANA SIKSHAN SAMITI NARIYARA	mssnariyara2018@gmail.com	9174716426	VILLAGE-NARIYARA, BLOCK-AKALTARA, DIST.-JANJGIR-CHAMPA, C.G. 495553	NARIYARA				
757	CG/2016/0107915	Maharashtra Mandal	info@mhmandalraipur.org	9300663493	Maharashtra Mandal, Choubey Colony,Raipur C.G.Pin. 492001	Raipur	CHHATTISGARH, 	Differently Abled,Any Other,	http://mhmandalraipur.org	
758	CG/2019/0229114	Maharashtra Mandal Bilaspur	infoagrilife@gmail.com	9425530260	Near Shri Gajajnan Mandir, Parijat Colony, Nehru Nagar, Bilaspur C.G. 495001	bilaspur	CHHATTISGARH, 	Art & Culture,Dalit Upliftment,Education & Literacy,Minority Issues,Sports,Women's Development & Empowerment,Youth Affairs,		
759	CG/2019/0244121	MAHARSHI VEDVYAS LOK KALYAN SOSAYATI RAJIM	mvvlksr1222@gmail.com	8349717537	Maharshi Vedvyas Lok Kalyan Society Rajim, Near Tehsil Office ,RajimDist.Gariyaband StateChhattisgarh Pin493885	Rajim	CHHATTISGARH, 	Education & Literacy,Labour & Employment,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Sports,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,		
760	CG/2020/0261983	Mahasamund Institute Of Information Technology Society	miit.mahasamund@gmail.com	7999903963	Gramin Bank ka Uppar, Railway Station Road, Post and District Mahasamund	Mahasamund	CHHATTISGARH, 	Education & Literacy,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Vocational Training,		
761	CG/2018/0214211	MAHASAMUND SRIJAN WELFARE SOCITY MAHASAMUND	THAKUR.NAVIN999@GMAIL.COM	7000072397	BEHIND KHAIRA BADA , GUDARU PARA,WORD.NO.27,MAHASAMUND	MAHASAMUND	CHHATTISGARH, 	Children,Differently Abled,Education & Literacy,Environment & Forests,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
762	CG/2019/0225014	MAHATMA GANDHI MAHILA AVM BAL KALYAN	karrimaninaidu123@gmail.com	9575244221	NEAR ANUPAMA CHOKE JAGDALPURBASTAR (C.G.)	JAGDALPUR	CHHATTISGARH, 	Children,Education & Literacy,Rural Development & Poverty Alleviation,Women's Development & Empowerment,		
763	CG/2018/0183737	MAHAVEER BAAL KALYAN SAMITI	mbks.kailashnagar1990@gmail.com	8319203209	Kailash Nagar Bhilai	Bhilai	CHHATTISGARH, 	Art & Culture,Education & Literacy,		
764	CG/2017/0177898	MAHAVIR SOCIAL FOUNDATION RAJNANDGAON	aadarshgranite@gmail.com	9425562779	Sadar Bazar, Rajnandgaon 491441	Rajnandgaon		Civic Issues,Differently Abled,Women's Development & Empowerment,		
765	CG/2018/0219308	MAHILA JAGRITI EVAM VIKAS SAMITI	bspamnani1@gmail.com	9827180324	MAHILA JAGRITI AVEM VIKAS SAMITI, NEAR SHAFFER SCHOOL, KUDUDAND, BILASPUR CHHATTISGARH 495001	BILASPUR				
766	CG/2016/0101314	MAHILA JAGRITI SAMITI	triptipapad@gmail.com	9424284863	MAHILA JAGRITI SAMITINEW BUS STAND ROADGANDHI NAGAR WARDJAGDALPUR 494001	JAGDALPUR	CHHATTISGARH, 	Women's Development & Empowerment,Labour & Employment,Micro Small & Medium Enterprises,		
767	CG/2017/0156174	MAHILA MANDAL KARRAGHATI	raipurmahilamandal@gmail.com	9179658371	C/O NEETA VISHKARMA WORD NO.01 DR. RAJENDRA NAGAR URLA RAIPUR DISTRICT RAIPUR C.G.	URLA RAIPUR 				
768	CG/2018/0203324	MAHILA SHIKSHAKALYAN EVAM	mahilasevam@gmail.com	9425223734	Mahila Shikshakalyan Evam Prashikshan Parishad Abhishek Bhawan Ware house Road Bilaspur Chhattisgarh 495001	Bilaspur				
769	CG/2018/0201110	MAHIMA VIKAS SHIKSHAN SAMITI VIPATPUR	vsikshansamiti@gmail.com	9691316655	Village- Bipatpur, P/o- Bangurkekala, Tahsil- Duldula, Dist- Jashpurnagar, State-Chhatishgarh, Pin-496334.	Duldula	CHHATTISGARH, 	Education & Literacy,	http://www.mahimavikassikshansamiti.org/	
770	CG/2018/0193203	Mahobia Computer Institute Society	society.mci@gmail.com	7000255517	Gyan Tarang Parisar, Balod Road, Haldi, Rajnandgaon	Rajnandgaon	CHHATTISGARH, 	Education & Literacy,Vocational Training,		
771	CG/2017/0167037	Maithil Pravahika	manish_jha_69@yahoo.com	9425517092	125/50,DEV-YASHODA KUNJ,NEAR PANCHMUKHI HANUMAN TEMPLE,BANDHWAPARA,PURANIBASTI	RAIPUR	CHHATTISGARH, 	Art & Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tourism,Urban Development & Poverty Alleviation,	http://www.maithilpravahika.org	
772	CG/2017/0179662	MAITRI EDUCATIONAL SOCIETY	mcdrcmcn@gmail.com	8770690878	MAITRI COLLEGE OF DENTISTRY	DURG	CHHATTISGARH, 	Education & Literacy,		
773	CG/2017/0175171	Manah Gramin Evam Samaj Seva Samiti	jeth.manahgramin@gmail.com	7000029255	NEAR JANPAD PANCHYAT BORODIPA PUSSORE DIST . RAIGARH(C.G.) PIN496440	RAIGARH	CHHATTISGARH, 	Vocational Training,	http://www.manahgramin.com	
774	CG/2013/0058031	manasi kala evam vikas samiti	manasikvs@yahoo.in	9479039940	syed akbar ali, near om vidya mandir, karbala road ,juna, bilaspur CHHATTISGARH	bilaspur	CHHATTISGARH, 	Women's Development & Empowerment,Agriculture,Art & Culture,Biotechnology,Children,Dalit Upliftment,Education & Literacy,Panchayati Raj,Right to Information & Advocacy,Tourism,Drinking Water,Food Processing,HIV/AIDS,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,Science & Technology,Tribal Affairs,Vocational Training,Water Resources,		
775	CG/2017/0153578	MANAV KALYAN SAMAJ	sharadransingh8100@gmail.com	7746005403	Maa bamlai mandir parisar, Sadar bazar, Dhamtari , C.G.	dhamtari	CHHATTISGARH, 	Children,		
776	CG/2016/0110457	MANAV MITRA SAMITI	graciouscollege@gmail.com	9826323391	Q. NO. 287 SAMATA COLONY RAIPUR492001	RAIPUR	CHHATTISGARH, 	Agriculture,Education & Literacy,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,New & Renewable Energy,Nutrition,Panchayati Raj,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Any Other,		
777	CG/2018/0204754	MANAV RACHNA EDUCATION SOCIETY	chinmoydavara@gmail.com	9425202428	VIDYA VIHAR NH.30 VILLAGE BHELWADIH, NAYA RAIPUR	RAIPUR	CHHATTISGARH, 	Vocational Training,		
778	CG/2019/0233915	Manav Samaj Kalyan Avam Sikshan Samiti Dongargaon	manavsamajkalyandng@gmail.com	9770987998	Shree Pandy Niwas Matiya RoedDongargaonDistt Rajnandgaon C.G.	Dongargaon	CHHATTISGARH, 	Agriculture,Children,Education & Literacy,HIV/AIDS,		
779	CG/2016/0100449	MANAV SANSADHAN SANSKRITI VIKAS PARISHAD	mssvp.org@gmail.com	84353070000	Near Joda Tower Darripara city Ambikapur district Surguja state Chhattisgarh	ambikapur	CHHATTISGARH, 	Agriculture,Children,Health & Family Welfare,Micro Finance (SHGs),Nutrition,Rural Development & Poverty Alleviation,Tribal Affairs,Water Resources,Women's Development & Empowerment,	http://www.mssvp.org	
780	CG/2018/0199978	MANAV SHIKSHAN SAMITI	dwivedi1960@gmail.com	7869442121	ORIENTAL COLLEGE OF NURSING, MANIKPUR, KORBA	KORBA	CHHATTISGARH, 	Agriculture,Education & Literacy,HIV/AIDS,Nutrition,Women's Development & Empowerment,		
781	CG/2020/0257589	MANAV UTTHAN SHIKSHA SANSTHAN	devpanigrahi782@gmail.com	7974619915	MANAV UTHAN SIKSHA SANSTHANBRAHAMNPARA WARD NO. 12 VILLAGE ASNA JAGDALPUR BASTAR(C.G.)	JAGDALPUR	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Education & Literacy,Food Processing,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Panchayati Raj,Rural Development & Poverty Alleviation,Tribal Affairs,Youth Affairs,		
782	CG/2018/0189747	Manbhavan Seva Samiti	manbhavancg@gmail.com	9644513600	House Number 498. Jhingapara. Kargaoakala. Pratappur	Pratappur	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Labour & Employment,Micro Small & Medium Enterprises,Women's Development & Empowerment,Environment & Forests,		
783	CG/2016/0100385	MANGAL JAN KALYAN SAMITI	mjkscg@gmail.com	9893452562	C/O-PREM KUMAR MISHRA , AGRASEN WARD NO.-08 PO.-LORMI DISTT.-MUNGELI CHHATTISGARH, PINCODE-495115	BILASPUR	CHHATTISGARH, 	Art & Culture,Children,Civic Issues,Differently Abled,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,	http://www.mjksindia.com	
784	CG/2018/0210048	Mann Inclusion Foundation	mjmemon1@gmail.com	7000443713	H.NO. 208, NEAR GAUSIYA MASJID, WARD NO.53,SANTOSHI NAGAR, RAIPUR	RAIPUR			http://ziif.co.in/	
785	CG/2018/0208398	Manokamna Seva Samiti	manokamna.rjn@gmail.com	7804859616	Suarjan Gali, Kamthi Line, Rajnandgaon	Rajnandgaon	CHHATTISGARH, 	Children,		
786	CG/2019/0227572	MANYA MAHILA SWA SAHAYATA SAMUH	rrahul0592@gmail.com	9752317659	padaaw paara, karagi road kota, in front of tahsil, district-bilaspur	kota				
787	CG/2019/0242647	MAQSAD	maqsadcg@gmail.com	7071722399	SHANTI NAGAR, HAFAROAD, SAKARI, TEHSIL AND DISTRICT BILASPUR C.G 495001	BILASPUR	CHHATTISGARH, 	Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Legal Awareness & Aid,Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Youth Affairs,		
788	CG/2018/0182277	MARANATHA FULL GOSPEL COMMUNITY	jibuthomas131277@gmail.com	9425516560	P.O.Box No.2,Frezerpur,Jagdalpur,Bastar	Jagdalpur	CHHATTISGARH, 	Education & Literacy,Health & Family Welfare,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Any Other,		
789	CG/2020/0263554	MARGDARSHAK SIKSHAN EVAM SAMAJIK SEVA SAMITI	margdarshak.cg@gmail.com	9755556131	A-18, Harshit Nio City, Amleshwar, Patan, Durg, Chhattisgarh	Amleshwar		Children,Disaster Management,Education & Literacy,Aged/Elderly,Food Processing,Health & Family Welfare,HIV/AIDS,Labour & Employment,Nutrition,Tribal Affairs,Vocational Training,Women's Development & Empowerment,		
790	CG/2017/0115284	MargdarshakSeva Sansthan	msscgindia@gmail.com	9424250715	Kanya parisar road, Gangapur, Ambikapur-497001	Ambikapur	CHHATTISGARH, 	Agriculture,Art & Culture,Children,Education & Literacy,Environment & Forests,Food Processing,Legal Awareness & Aid,Micro Small & Medium Enterprises,Panchayati Raj,Tribal Affairs,Any Other,Differently Abled,	http://www.msscgindia.org	
791	CG/2021/0273352	margdarshan sansthan	margdarshan1234ambikapur@gmail.com	9617869922	Ring Road Choparapara, Ambikapur, Sarguja, Chhattisgarh 497001	Ambikapur	CHHATTISGARH, 	Education & Literacy,		
